Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1997-12-26,1807.7900390625,1807.7900390625,1807.7900390625,1807.7900390625,0,0,0
1998-01-30,1980.800048828125,1980.800048828125,1980.800048828125,1980.800048828125,0,0,0
1998-02-27,2141.22998046875,2141.22998046875,2141.22998046875,2141.22998046875,0,0,0
1998-03-31,2321.050048828125,2321.050048828125,2321.050048828125,2321.050048828125,0,0,0
1998-04-30,2357.8798828125,2357.8798828125,2357.8798828125,2357.8798828125,0,0,0
1998-05-29,2553.929931640625,2553.929931640625,2553.929931640625,2553.929931640625,0,0,0
1998-06-30,2543.699951171875,2543.699951171875,2543.699951171875,2543.699951171875,0,0,0
1998-07-31,2516.800048828125,2516.800048828125,2516.800048828125,2516.800048828125,0,0,0
1998-08-31,2277.39990234375,2277.39990234375,2277.39990234375,2277.39990234375,0,0,0
1998-09-30,1993.6600341796875,1993.6600341796875,1993.6600341796875,1993.6600341796875,0,0,0
1998-10-30,2086.2099609375,2086.2099609375,2086.2099609375,2086.2099609375,0,0,0
1998-11-30,2159.280029296875,2159.280029296875,2159.280029296875,2159.280029296875,0,0,0
1998-12-30,2151.909912109375,2151.909912109375,2151.909912109375,2151.909912109375,0,0,0
1999-03-31,286.3800048828125,286.3800048828125,286.3800048828125,286.3800048828125,0,0,0
1999-04-30,303.3599853515625,303.3599853515625,303.3599853515625,303.3599853515625,0,0,0
1999-06-30,325.9100036621094,325.9100036621094,325.9100036621094,325.9100036621094,0,0,0
1999-07-30,313.9800109863281,313.9800109863281,313.9800109863281,313.9800109863281,0,0,0
1999-08-31,331.6300048828125,331.6300048828125,331.6300048828125,331.6300048828125,0,0,0
1999-09-30,336.32000732421875,336.32000732421875,336.32000732421875,336.32000732421875,0,0,0
1999-10-29,340.44000244140625,340.44000244140625,340.44000244140625,340.44000244140625,0,0,0
1999-11-30,370.0299987792969,370.0299987792969,370.0299987792969,370.0299987792969,0,0,0
1999-12-30,388.2900085449219,388.2900085449219,388.2900085449219,388.2900085449219,0,0,0
2000-01-31,403.1400146484375,403.1400146484375,403.1400146484375,403.1400146484375,0,0,0
2000-02-29,438.9200134277344,438.9200134277344,438.9200134277344,438.9200134277344,0,0,0
2000-03-31,454.3999938964844,454.3999938964844,454.3999938964844,454.3999938964844,0,0,0
2000-04-28,430.42999267578125,430.42999267578125,430.42999267578125,430.42999267578125,0,0,0
2000-05-31,432.3900146484375,432.3900146484375,432.3900146484375,432.3900146484375,0,0,0
2000-06-30,435.0899963378906,435.0899963378906,435.0899963378906,435.0899963378906,0,0,0
2000-07-31,428.55999755859375,428.55999755859375,428.55999755859375,428.55999755859375,0,0,0
2000-08-31,456.4599914550781,456.4599914550781,456.4599914550781,456.4599914550781,0,0,0
2000-09-29,449.94000244140625,449.94000244140625,449.94000244140625,449.94000244140625,0,0,0
2000-10-31,465.07000732421875,465.07000732421875,465.07000732421875,465.07000732421875,0,0,0
2000-11-30,462.510009765625,462.510009765625,462.510009765625,462.510009765625,0,0,0
2000-12-29,474.67999267578125,474.67999267578125,474.67999267578125,474.67999267578125,0,0,0
2001-01-31,503.6199951171875,503.6199951171875,503.6199951171875,503.6199951171875,0,0,0
2001-02-28,501.2799987792969,501.2799987792969,501.2799987792969,501.2799987792969,0,0,0
2001-03-30,477.1700134277344,477.1700134277344,477.1700134277344,477.1700134277344,0,0,0
2001-04-30,485.7200012207031,485.7200012207031,485.7200012207031,485.7200012207031,0,0,0
2001-05-31,508.489990234375,508.489990234375,508.489990234375,508.489990234375,0,0,0
2001-06-29,492.1199951171875,492.1199951171875,492.1199951171875,492.1199951171875,0,0,0
2001-07-31,502.010009765625,502.010009765625,502.010009765625,502.010009765625,0,0,0
2001-08-31,500.260009765625,500.260009765625,500.260009765625,500.260009765625,0,0,0
2001-10-31,436.3699951171875,436.3699951171875,436.3699951171875,436.3699951171875,0,0,0
2001-11-30,459.80999755859375,459.80999755859375,459.80999755859375,459.80999755859375,0,0,0
2001-12-28,463.3800048828125,463.3800048828125,463.3800048828125,463.3800048828125,0,0,0
2002-01-31,478.1000061035156,478.1000061035156,478.1000061035156,478.1000061035156,0,0,0
2002-02-28,489.42999267578125,489.42999267578125,489.42999267578125,489.42999267578125,0,0,0
2002-03-28,516.5399780273438,516.5399780273438,516.5399780273438,516.5399780273438,0,0,0
2002-04-30,524.1300048828125,524.1300048828125,524.1300048828125,524.1300048828125,0,0,0
2002-05-31,529.719970703125,529.719970703125,529.719970703125,529.719970703125,0,0,0
2002-07-31,465.0,465.0,465.0,465.0,0,0,0
