Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1999-01-29,322.5830078125,322.5830078125,322.5830078125,322.5830078125,0,0,0
1999-02-26,323.1340026855469,323.1340026855469,323.1340026855469,323.1340026855469,0,0,0
1999-03-31,325.5360107421875,325.5360107421875,325.5360107421875,325.5360107421875,0,0,0
1999-04-30,328.27301025390625,328.27301025390625,328.27301025390625,328.27301025390625,0,0,0
1999-05-28,328.8429870605469,328.8429870605469,328.8429870605469,328.8429870605469,0,0,0
1999-06-30,328.760009765625,328.760009765625,328.760009765625,328.760009765625,0,0,0
1999-07-30,330.0870056152344,330.0870056152344,330.0870056152344,330.0870056152344,0,0,0
1999-08-27,329.59100341796875,329.59100341796875,329.59100341796875,329.59100341796875,0,0,0
1999-09-24,330.84698486328125,330.84698486328125,330.84698486328125,330.84698486328125,0,0,0
1999-10-29,328.4599914550781,328.4599914550781,328.4599914550781,328.4599914550781,0,0,0
1999-11-26,328.4119873046875,328.4119873046875,328.4119873046875,328.4119873046875,0,0,0
1999-12-30,328.9490051269531,328.9490051269531,328.9490051269531,328.9490051269531,0,0,0
2000-01-28,327.2650146484375,327.2650146484375,327.2650146484375,327.2650146484375,0,0,0
2000-02-25,326.60198974609375,326.60198974609375,326.60198974609375,326.60198974609375,0,0,0
2000-03-31,327.72100830078125,327.72100830078125,327.72100830078125,327.72100830078125,0,0,0
2000-04-28,328.34600830078125,328.34600830078125,328.34600830078125,328.34600830078125,0,0,0
2000-05-26,328.0090026855469,328.0090026855469,328.0090026855469,328.0090026855469,0,0,0
2000-06-30,329.4209899902344,329.4209899902344,329.4209899902344,329.4209899902344,0,0,0
2000-07-28,331.5450134277344,331.5450134277344,331.5450134277344,331.5450134277344,0,0,0
2000-08-25,333.93499755859375,333.93499755859375,333.93499755859375,333.93499755859375,0,0,0
2000-09-29,337.22900390625,337.22900390625,337.22900390625,337.22900390625,0,0,0
2000-10-27,334.3739929199219,334.3739929199219,334.3739929199219,334.3739929199219,0,0,0
2000-11-24,332.5419921875,332.5419921875,332.5419921875,332.5419921875,0,0,0
2000-12-29,333.49700927734375,333.49700927734375,333.49700927734375,333.49700927734375,0,0,0
2001-01-26,336.5920104980469,336.5920104980469,336.5920104980469,336.5920104980469,0,0,0
2001-02-23,337.8599853515625,337.8599853515625,337.8599853515625,337.8599853515625,0,0,0
2001-03-30,340.9679870605469,340.9679870605469,340.9679870605469,340.9679870605469,0,0,0
2001-04-27,342.5989990234375,342.5989990234375,342.5989990234375,342.5989990234375,0,0,0
2001-05-25,345.89599609375,345.89599609375,345.89599609375,345.89599609375,0,0,0
2001-06-29,348.3290100097656,348.3290100097656,348.3290100097656,348.3290100097656,0,0,0
2001-07-27,349.968994140625,349.968994140625,349.968994140625,349.968994140625,0,0,0
2001-08-31,353.3160095214844,353.3160095214844,353.3160095214844,353.3160095214844,0,0,0
2001-09-28,351.6400146484375,351.6400146484375,351.6400146484375,351.6400146484375,0,0,0
2001-10-26,352.07598876953125,352.07598876953125,352.07598876953125,352.07598876953125,0,0,0
2001-11-30,349.58099365234375,349.58099365234375,349.58099365234375,349.58099365234375,0,0,0
2001-12-28,348.4859924316406,348.4859924316406,348.4859924316406,348.4859924316406,0,0,0
2002-01-25,349.5169982910156,349.5169982910156,349.5169982910156,349.5169982910156,0,0,0
2002-02-22,348.281005859375,348.281005859375,348.281005859375,348.281005859375,0,0,0
2002-03-28,351.2139892578125,351.2139892578125,351.2139892578125,351.2139892578125,0,0,0
2002-04-26,351.3089904785156,351.3089904785156,351.3089904785156,351.3089904785156,0,0,0
2002-05-31,351.6029968261719,351.6029968261719,351.6029968261719,351.6029968261719,0,0,0
2002-06-28,339.8810119628906,339.8810119628906,339.8810119628906,339.8810119628906,0,0,0
2002-07-26,350.1109924316406,350.1109924316406,350.1109924316406,350.1109924316406,0,0,0
2002-08-30,349.6390075683594,349.6390075683594,349.6390075683594,349.6390075683594,0,0,0
2002-09-27,348.8009948730469,348.8009948730469,348.8009948730469,348.8009948730469,0,0,0
2002-10-25,341.010009765625,341.010009765625,341.010009765625,341.010009765625,0,0,0
2002-11-29,342.125,342.125,342.125,342.125,0,0,0
2002-12-31,344.343994140625,344.343994140625,344.343994140625,344.343994140625,0,0,0
2003-01-31,344.8389892578125,344.8389892578125,344.8389892578125,344.8389892578125,0,0,0
2003-02-28,346.53399658203125,346.53399658203125,346.53399658203125,346.53399658203125,0,0,0
2003-03-28,348.2239990234375,348.2239990234375,348.2239990234375,348.2239990234375,0,0,0
2003-04-25,349.510986328125,349.510986328125,349.510986328125,349.510986328125,0,0,0
2003-05-30,353.1600036621094,353.1600036621094,353.1600036621094,353.1600036621094,0,0,0
2003-06-27,354.64898681640625,354.64898681640625,354.64898681640625,354.64898681640625,0,0,0
2003-07-25,352.8299865722656,352.8299865722656,352.8299865722656,352.8299865722656,0,0,0
2003-08-29,355.1419982910156,355.1419982910156,355.1419982910156,355.1419982910156,0,0,0
2003-09-26,355.83099365234375,355.83099365234375,355.83099365234375,355.83099365234375,0,0,0
2003-10-31,357.95599365234375,357.95599365234375,357.95599365234375,357.95599365234375,0,0,0
