Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2001-04-27,111.73300170898438,111.73300170898438,111.73300170898438,111.73300170898438,0,0,0
2001-05-25,119.05400085449219,119.05400085449219,119.05400085449219,119.05400085449219,0,0,0
2001-06-29,108.20999908447266,108.20999908447266,108.20999908447266,108.20999908447266,0,0,0
2001-07-27,104.88999938964844,104.88999938964844,104.88999938964844,104.88999938964844,0,0,0
2001-08-31,100.7300033569336,100.7300033569336,100.7300033569336,100.7300033569336,0,0,0
2001-09-28,84.30000305175781,84.30000305175781,84.30000305175781,84.30000305175781,0,0,0
2001-10-26,92.7300033569336,92.7300033569336,92.7300033569336,92.7300033569336,0,0,0
2001-11-30,95.8499984741211,95.8499984741211,95.8499984741211,95.8499984741211,0,0,0
2001-12-28,93.76000213623047,93.76000213623047,93.76000213623047,93.76000213623047,0,0,0
2002-01-25,97.73999786376953,97.73999786376953,97.73999786376953,97.73999786376953,0,0,0
2002-02-22,93.69999694824219,93.69999694824219,93.69999694824219,93.69999694824219,0,0,0
2002-03-28,103.0199966430664,103.0199966430664,103.0199966430664,103.0199966430664,0,0,0
2002-04-26,98.61000061035156,98.61000061035156,98.61000061035156,98.61000061035156,0,0,0
2002-05-31,91.29000091552734,91.29000091552734,91.29000091552734,91.29000091552734,0,0,0
2002-06-28,80.30999755859375,80.30999755859375,80.30999755859375,80.30999755859375,0,0,0
2002-07-19,73.87999725341797,73.87999725341797,73.87999725341797,73.87999725341797,0,0,0
2002-08-30,69.66000366210938,69.66000366210938,69.66000366210938,69.66000366210938,0,0,0
2002-09-27,57.88999938964844,57.88999938964844,57.88999938964844,57.88999938964844,0,0,0
2002-10-25,58.220001220703125,58.220001220703125,58.220001220703125,58.220001220703125,0,0,0
2002-11-29,70.31999969482422,70.31999969482422,70.31999969482422,70.31999969482422,0,0,0
2002-12-27,62.5,62.5,62.5,62.5,0,0,0
2003-01-31,59.77000045776367,59.77000045776367,59.77000045776367,59.77000045776367,0,0,0
2003-02-28,53.779998779296875,53.779998779296875,53.779998779296875,53.779998779296875,0,0,0
2003-03-31,51.7400016784668,51.7400016784668,51.7400016784668,51.7400016784668,0,0,0
2003-04-25,57.25,57.25,57.25,57.25,0,0,0
2003-05-30,61.599998474121094,61.599998474121094,61.599998474121094,61.599998474121094,0,0,0
2003-06-27,63.97999954223633,63.97999954223633,63.97999954223633,63.97999954223633,0,0,0
2003-07-25,64.30999755859375,64.30999755859375,64.30999755859375,64.30999755859375,0,0,0
2003-08-29,69.97000122070312,69.97000122070312,69.97000122070312,69.97000122070312,0,0,0
2003-09-30,69.91000366210938,69.91000366210938,69.91000366210938,69.91000366210938,0,0,0
2003-10-31,73.44000244140625,73.44000244140625,73.44000244140625,73.44000244140625,0,0,0
2003-11-28,76.0,76.0,76.0,76.0,0,0,0
2003-12-29,74.44000244140625,74.44000244140625,74.44000244140625,74.44000244140625,0,0,0
2004-01-30,80.41999816894531,80.41999816894531,80.41999816894531,80.41999816894531,0,0,0
2004-02-27,82.77999877929688,82.77999877929688,82.77999877929688,82.77999877929688,0,0,0
2004-03-31,80.75,80.75,80.75,80.75,0,0,0
2004-04-30,82.80999755859375,82.80999755859375,82.80999755859375,82.80999755859375,0,0,0
2004-05-28,81.83999633789062,81.83999633789062,81.83999633789062,81.83999633789062,0,0,0
2004-06-25,84.72000122070312,84.72000122070312,84.72000122070312,84.72000122070312,0,0,0
2004-07-30,82.06999969482422,82.06999969482422,82.06999969482422,82.06999969482422,0,0,0
2004-08-27,81.79000091552734,81.79000091552734,81.79000091552734,81.79000091552734,0,0,0
2004-09-24,82.48999786376953,82.48999786376953,82.48999786376953,82.48999786376953,0,0,0
2004-10-29,84.83000183105469,84.83000183105469,84.83000183105469,84.83000183105469,0,0,0
2004-11-26,86.76000213623047,86.76000213623047,86.76000213623047,86.76000213623047,0,0,0
2004-12-31,88.5199966430664,88.5199966430664,88.5199966430664,88.5199966430664,0,0,0
2005-01-28,91.33999633789062,91.33999633789062,91.33999633789062,91.33999633789062,0,0,0
2005-02-25,94.72000122070312,94.72000122070312,94.72000122070312,94.72000122070312,0,0,0
2005-03-29,94.87000274658203,94.87000274658203,94.87000274658203,94.87000274658203,0,0,0
2005-04-29,92.20999908447266,92.20999908447266,92.20999908447266,92.20999908447266,0,0,0
2005-05-26,96.33000183105469,96.33000183105469,96.33000183105469,96.33000183105469,0,0,0
2005-06-30,101.86000061035156,101.86000061035156,101.86000061035156,101.86000061035156,0,0,0
2005-07-28,105.63999938964844,105.63999938964844,105.63999938964844,105.63999938964844,0,0,0
2005-08-25,105.2300033569336,105.2300033569336,105.2300033569336,105.2300033569336,0,0,0
2005-09-29,111.81999969482422,111.81999969482422,111.81999969482422,111.81999969482422,0,0,0
2005-10-27,104.5199966430664,104.5199966430664,104.5199966430664,104.5199966430664,0,0,0
2005-12-29,112.30999755859375,112.30999755859375,112.30999755859375,112.30999755859375,0,0,0
2006-01-26,115.2699966430664,115.2699966430664,115.2699966430664,115.2699966430664,0,0,0
2006-02-23,121.9800033569336,121.9800033569336,121.9800033569336,121.9800033569336,0,0,0
