Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1992-09-25,497.7699890136719,497.7699890136719,497.7699890136719,497.7699890136719,0,0,0
1992-10-30,501.5450134277344,501.5450134277344,501.5450134277344,501.5450134277344,0,0,0
1992-11-27,505.2149963378906,505.2149963378906,505.2149963378906,505.2149963378906,0,0,0
1992-12-31,524.8900146484375,524.8900146484375,524.8900146484375,524.8900146484375,0,0,0
1993-01-29,512.8900146484375,512.8900146484375,512.8900146484375,512.8900146484375,0,0,0
1993-02-26,561.0750122070312,561.0750122070312,561.0750122070312,561.0750122070312,0,0,0
1993-03-26,581.7100219726562,581.7100219726562,581.7100219726562,581.7100219726562,0,0,0
1993-04-30,556.9550170898438,556.9550170898438,556.9550170898438,556.9550170898438,0,0,0
1993-05-28,554.0150146484375,554.0150146484375,554.0150146484375,554.0150146484375,0,0,0
1993-06-25,569.2849731445312,569.2849731445312,569.2849731445312,569.2849731445312,0,0,0
1993-07-30,606.5750122070312,606.5750122070312,606.5750122070312,606.5750122070312,0,0,0
1993-08-27,638.5650024414062,638.5650024414062,638.5650024414062,638.5650024414062,0,0,0
1993-09-23,634.8250122070312,634.8250122070312,634.8250122070312,634.8250122070312,0,0,0
1993-10-29,663.4650268554688,663.4650268554688,663.4650268554688,663.4650268554688,0,0,0
1993-11-26,663.8150024414062,663.8150024414062,663.8150024414062,663.8150024414062,0,0,0
1993-12-31,716.1599731445312,716.1599731445312,716.1599731445312,716.1599731445312,0,0,0
1994-01-28,744.6900024414062,744.6900024414062,744.6900024414062,744.6900024414062,0,0,0
1994-02-25,729.39501953125,729.39501953125,729.39501953125,729.39501953125,0,0,0
1994-03-31,695.364990234375,695.364990234375,695.364990234375,695.364990234375,0,0,0
1994-04-29,700.9500122070312,700.9500122070312,700.9500122070312,700.9500122070312,0,0,0
1994-05-27,693.2650146484375,693.2650146484375,693.2650146484375,693.2650146484375,0,0,0
1994-06-24,641.0900268554688,641.0900268554688,641.0900268554688,641.0900268554688,0,0,0
1994-07-29,692.989990234375,692.989990234375,692.989990234375,692.989990234375,0,0,0
1994-08-26,675.6199951171875,675.6199951171875,675.6199951171875,675.6199951171875,0,0,0
1994-09-30,631.5150146484375,631.5150146484375,631.5150146484375,631.5150146484375,0,0,0
1994-10-28,625.0549926757812,625.0549926757812,625.0549926757812,625.0549926757812,0,0,0
1994-11-25,641.0999755859375,641.0999755859375,641.0999755859375,641.0999755859375,0,0,0
1994-12-30,624.6400146484375,624.6400146484375,624.6400146484375,624.6400146484375,0,0,0
1995-01-27,602.4099731445312,602.4099731445312,602.4099731445312,602.4099731445312,0,0,0
1995-02-24,598.6300048828125,598.6300048828125,598.6300048828125,598.6300048828125,0,0,0
1995-03-31,607.7150268554688,607.7150268554688,607.7150268554688,607.7150268554688,0,0,0
1995-04-28,629.385009765625,629.385009765625,629.385009765625,629.385009765625,0,0,0
1995-05-26,648.0499877929688,648.0499877929688,648.0499877929688,648.0499877929688,0,0,0
1995-06-30,635.875,635.875,635.875,635.875,0,0,0
1995-07-28,654.2150268554688,654.2150268554688,654.2150268554688,654.2150268554688,0,0,0
1995-08-25,652.1799926757812,652.1799926757812,652.1799926757812,652.1799926757812,0,0,0
1995-09-29,617.6699829101562,617.6699829101562,617.6699829101562,617.6699829101562,0,0,0
1995-10-27,610.89501953125,610.89501953125,610.89501953125,610.89501953125,0,0,0
1995-11-24,632.4099731445312,632.4099731445312,632.4099731445312,632.4099731445312,0,0,0
1995-12-29,630.405029296875,630.405029296875,630.405029296875,630.405029296875,0,0,0
1996-01-26,676.6950073242188,676.6950073242188,676.6950073242188,676.6950073242188,0,0,0
1996-02-23,703.239990234375,703.239990234375,703.239990234375,703.239990234375,0,0,0
1996-03-29,739.9199829101562,739.9199829101562,739.9199829101562,739.9199829101562,0,0,0
1996-04-26,767.1500244140625,767.1500244140625,767.1500244140625,767.1500244140625,0,0,0
1996-05-31,785.2999877929688,785.2999877929688,785.2999877929688,785.2999877929688,0,0,0
1996-06-28,807.5900268554688,807.5900268554688,807.5900268554688,807.5900268554688,0,0,0
1996-07-26,776.4550170898438,776.4550170898438,776.4550170898438,776.4550170898438,0,0,0
1996-08-30,769.0599975585938,769.0599975585938,769.0599975585938,769.0599975585938,0,0,0
1996-09-27,795.2000122070312,795.2000122070312,795.2000122070312,795.2000122070312,0,0,0
1996-10-31,804.875,804.875,804.875,804.875,0,0,0
1996-11-29,846.0999755859375,846.0999755859375,846.0999755859375,846.0999755859375,0,0,0
1996-12-27,853.3049926757812,853.3049926757812,853.3049926757812,853.3049926757812,0,0,0
1997-01-31,914.1199951171875,914.1199951171875,914.1199951171875,914.1199951171875,0,0,0
1997-02-28,945.635009765625,945.635009765625,945.635009765625,945.635009765625,0,0,0
1997-03-27,941.6400146484375,941.6400146484375,941.6400146484375,941.6400146484375,0,0,0
1997-04-25,906.5900268554688,906.5900268554688,906.5900268554688,906.5900268554688,0,0,0
1997-05-30,893.1849975585938,893.1849975585938,893.1849975585938,893.1849975585938,0,0,0
1997-06-27,978.8300170898438,978.8300170898438,978.8300170898438,978.8300170898438,0,0,0
1997-07-25,1009.969970703125,1009.969970703125,1009.969970703125,1009.969970703125,0,0,0
1997-08-29,959.6699829101562,959.6699829101562,959.6699829101562,959.6699829101562,0,0,0
1997-09-26,989.8350219726562,989.8350219726562,989.8350219726562,989.8350219726562,0,0,0
1997-10-31,909.9199829101562,909.9199829101562,909.9199829101562,909.9199829101562,0,0,0
1997-11-28,931.8250122070312,931.8250122070312,931.8250122070312,931.8250122070312,0,0,0
1997-12-26,952.260009765625,952.260009765625,952.260009765625,952.260009765625,0,0,0
1998-01-30,1019.7999877929688,1019.7999877929688,1019.7999877929688,1019.7999877929688,0,0,0
1998-02-27,1111.8499755859375,1111.8499755859375,1111.8499755859375,1111.8499755859375,0,0,0
1998-03-27,1235.81005859375,1235.81005859375,1235.81005859375,1235.81005859375,0,0,0
1998-04-30,1227.199951171875,1227.199951171875,1227.199951171875,1227.199951171875,0,0,0
1998-05-29,1323.0400390625,1323.0400390625,1323.0400390625,1323.0400390625,0,0,0
1998-06-26,1348.969970703125,1348.969970703125,1348.969970703125,1348.969970703125,0,0,0
1998-07-31,1343.260009765625,1343.260009765625,1343.260009765625,1343.260009765625,0,0,0
1998-08-28,1123.3299560546875,1123.3299560546875,1123.3299560546875,1123.3299560546875,0,0,0
1998-09-25,1042.0899658203125,1042.0899658203125,1042.0899658203125,1042.0899658203125,0,0,0
1998-10-30,1096.81005859375,1096.81005859375,1096.81005859375,1096.81005859375,0,0,0
1998-11-27,1210.4000244140625,1210.4000244140625,1210.4000244140625,1210.4000244140625,0,0,0
1998-12-30,1189.0799560546875,1189.0799560546875,1189.0799560546875,1189.0799560546875,0,0,0
1999-01-29,192.94000244140625,192.94000244140625,192.94000244140625,192.94000244140625,0,0,0
1999-02-26,187.625,187.625,187.625,187.625,0,0,0
1999-03-26,187.99000549316406,187.99000549316406,187.99000549316406,187.99000549316406,0,0,0
1999-04-30,202.3000030517578,202.3000030517578,202.3000030517578,202.3000030517578,0,0,0
1999-06-30,210.52999877929688,210.52999877929688,210.52999877929688,210.52999877929688,0,0,0
1999-07-30,203.93499755859375,203.93499755859375,203.93499755859375,203.93499755859375,0,0,0
1999-08-31,216.23500061035156,216.23500061035156,216.23500061035156,216.23500061035156,0,0,0
1999-09-30,211.5500030517578,211.5500030517578,211.5500030517578,211.5500030517578,0,0,0
1999-10-29,226.7449951171875,226.7449951171875,226.7449951171875,226.7449951171875,0,0,0
1999-11-30,251.65499877929688,251.65499877929688,251.65499877929688,251.65499877929688,0,0,0
1999-12-30,277.05999755859375,277.05999755859375,277.05999755859375,277.05999755859375,0,0,0
2000-01-31,266.19500732421875,266.19500732421875,266.19500732421875,266.19500732421875,0,0,0
2000-02-29,292.0350036621094,292.0350036621094,292.0350036621094,292.0350036621094,0,0,0
